name,address,categories,category_ids,city,description,distance,foursquare_id,hours,instagram_url,is_nightlife,last_fsq_refresh,lat,lng,place_id,popularity,price_level,rating,social_media,state,summary,tips,types,website
United Club Lounge,"1 World Wy, Los Angeles, CA 90045, USA",Airport Lounge,19035,Los Angeles,,1412,51351acfb0b998a0d52be4f8,"{'tuesday': '4:30\u202fAM\u2009–\u200912:15\u202fAM', 'monday': '4:30\u202fAM\u2009–\u200912:15\u202fAM', 'sunday': '4:30\u202fAM\u2009–\u200912:15\u202fAM', 'friday': '4:30\u202fAM\u2009–\u200912:15\u202fAM', 'saturday': '4:30\u202fAM\u2009–\u200912:15\u202fAM', 'wednesday': '4:30\u202fAM\u2009–\u200912:15\u202fAM', 'thursday': '4:30\u202fAM\u2009–\u200912:15\u202fAM'}",,False,2025-05-11 23:55:15.658774+00:00,33.9426925,-118.4002267,ChIJt-YzRSmxwoARnO9F0reieWo,,,4.4,{},CA,A Airport Lounge in downtown LA.,"The place is great with desks to work before a flight + great lounge area. If you are not a member you can sneak in if you find a nice guy with club access who ""invites"" you as he can be accompanied! | Brand new and improved. One of the better United Clubs in the US. | M.R. falsely claimed there are multiple United Clubs at LAX.  Totally false.  There is just one United Club at LAX.  It's quite large and near gate 71A.  It was constructed a year ago & is very nice.","night_club, bar, point_of_interest, establishment",http://www.united.com/
West Restaurant & Lounge,"170 N Church Ln, Los Angeles, CA 90049, USA","New American Restaurant, Lounge","13016, 13314",Los Angeles,,2182,4bc3bb71dce4eee164ba719d,"{'tuesday': '12:00\u2009–\u200911:00\u202fAM, 5:00\u2009–\u200910:00\u202fPM', 'monday': '6:00\u2009–\u200911:00\u202fAM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'sunday': '6:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'friday': '6:00\u2009–\u200911:00\u202fAM, 5:00\u2009–\u200910:00\u202fPM', 'saturday': '6:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'wednesday': '6:00\u2009–\u200911:00\u202fAM, 5:00\u2009–\u200910:00\u202fPM', 'thursday': '6:00\u2009–\u200911:00\u202fAM, 5:00\u2009–\u200910:00\u202fPM'}",https://www.instagram.com/westrestaurantla/,False,2025-05-12 00:00:34.699625+00:00,34.073656,-118.468185,ChIJt37HtsC8woARZWToP7QuvZc,,3,4.3,{},CA,This upscale Italian-American steakhouse with superb city & beach views offers boutique local wines.,"One of the best 200 degree views of Los Angeles. From L.A. to Santa Monica. Seasonally inspired menus and great crab cakes to boot. Happy hour runs daily, 4-7pm. Good place to stop & catch the sunset. | The view from the West is of the most feared and revered of California freeways, the 405. Sentinel-like, the building guards the off-ramp to the ritzy enclaves of the Pacific Palisades and Brentwood. | GO WEST! and Join DJ NATASHA of BEAUTY OF THE BEATS as she brings you her ECLECTIC blend of sexy, sophisticated soundscapes inspired by the WEST LOUNGE's breathtaking 200 degree panoramic view.","night_club, bar, restaurant, food, point_of_interest, establishment",http://www.westrestaurantla.com/
Harvelle's,"1432 4th St, Santa Monica, CA 90401, USA","Night Club, Bar, BBQ Joint","10032, 13026, 13003",Los Angeles,,0,4b37fdd2f964a520d54925e3,"{'tuesday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '8:00\u202fPM\u2009–\u20092:00\u202fAM'}",http://instagram.com/harvellessm,False,2025-05-12 00:41:18.898140+00:00,34.0155449,-118.4945602,ChIJt67GKM6kwoARGhMUI1gFF_U,,2,4.6,{},CA,"Storied music club presenting blues, jazz, R&B, hip-hop, spoken word, burlesque & more since 1931.","Go check out Miss Dakota's amazing dancers in the ""Gypsy Rose"" burlesque show.  She's one of my good friends & was also a resident headliner dancer at a former popular burlesque club called 40 Deuce. | “Intimate” is the word at Harvelle’s, a gem of a jazz club. In a petite, narrow space that offers music by jazz, blues and soul bands. Another branch of Harvelle’s opened last year in Long Beach. | Wednesdays is #houseofvibes great live music spanning Rap, R&B, and Reggae. DJ plays mostly hip hop. Rare for a Wednesday in Santa Monica.","bar, night_club, point_of_interest, establishment",http://santamonica.harvelles.com/
The Buffalo Club,"1520 Olympic Blvd, Santa Monica, CA 90404, USA","New American Restaurant, Tapas Restaurant, Steakhouse","13314, 13347, 13383",Los Angeles,,264,3fd66200f964a520efee1ee3,"{'tuesday': '6:00\u2009–\u20099:00\u202fPM', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '6:00\u2009–\u200910:00\u202fPM', 'saturday': '6:00\u2009–\u200910:00\u202fPM', 'wednesday': '6:00\u2009–\u20099:00\u202fPM', 'thursday': '6:00\u2009–\u20099:00\u202fPM'}",https://www.instagram.com/buffaloclub,False,2025-05-11 23:41:24.097870+00:00,34.0207748,-118.4788666,ChIJtSkTvjG7woARYabBMN2pLS4,,3,4,{},CA,"Dark, clubby restaurant with a large courtyard serving upscale comfort food & small plates.",Great cocktails and an even better meal. Good service to boot. Highly recommend. | Solid nightlife spot. Definitely PG hard for this place. $20 cover and drinks | The business lunch special mi-day or the salmon any time. Probably my favorite place in LA!,"bar, restaurant, food, point_of_interest, establishment",http://thebuffaloclub.com/
Busby's West,"3110 Santa Monica Blvd, Santa Monica, CA 90404, USA","Night Club, Lounge, Restaurant","10032, 13065, 13016",Los Angeles,,0,41424000f964a520981c1fe3,"{'tuesday': '5:00\u202fPM\u2009–\u20091:30\u202fAM', 'monday': '5:00\u202fPM\u2009–\u20091:30\u202fAM', 'sunday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'friday': '5:00\u202fPM\u2009–\u20091:30\u202fAM', 'saturday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u20091:30\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u20091:30\u202fAM'}",https://www.instagram.com/busbyswest/,False,2025-05-12 00:41:14.679696+00:00,34.03711159999999,-118.469102,ChIJtX5VAUS7woARjpFmHfHXtYI,,2,4.2,{},CA,"Clubby, multi-room sports bar with flat-screen TVs, ping pong, darts, simple pub grub & dancing.","I'm a magician from the Magic Castle. I've been performing close up magic every Friday during happy hour since 2004!  Stop by and see me! | Awesome sports bar that just gets it right. Good service and an obscene number of TV's. You'll always be able to catch the game you want. I suggest a pitcher of Sculpin | come for the pool table, fun but room bit too small tho. nice crowd watching NBA finals, TV everywhere. they got all the bar foods that are yum and essentials while watching games too.","night_club, bar, meal_takeaway, restaurant, food, point_of_interest, establishment",https://www.busbyswest.com/
La Joya Sports Bar,"4310 W Pico Blvd, Los Angeles, CA 90019, USA","Cocktail Bar, Sports Bar, Restaurant","13009, 13065, 13022",Los Angeles,,2079,7112ee3288304431606f5973,"{'tuesday': '12:00\u202fPM\u2009–\u20091:50\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20091:50\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20091:50\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20091:50\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20091:50\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20091:50\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20091:50\u202fAM'}",,False,2025-05-11 23:48:51.936804+00:00,34.0477738,-118.3287472,ChIJtdFVHoa5woAR1MuQssac5ZM,,,4.5,{},CA,"A Cocktail Bar, Sports Bar, and more in downtown LA.",,"bar, food, point_of_interest, establishment",
Tramp Stamp Granny's,"1638 N Cahuenga Blvd, Los Angeles, CA 90028, USA","Piano Bar, Beer Bar","13017, 13006",Los Angeles,,0,5ac845ec31fd1429d68d73e9,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '8:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': '8:00\u202fPM\u2009–\u20092:00\u202fAM'}",http://instagram.com/trampstampgrannys,False,,34.1009389,-118.3294278,ChIJtfVSxTu_woAR5WlTMq6WaqU,,,4.6,{},CA,"Energetic, retro-style piano bar with 1920s decor offering cocktails, dancing & live music.","Modeled after Marie’s Crisis Cafe in NYC, they encourage you to gather around a piano and request what you want to hear. | Maybe it’s just the location, but to me this bar seemed kind of touristy and not like a local spot. Drink prices were also high. Martini was good though!","bar, point_of_interest, establishment",http://trampstampgrannys.com/
1739 Public House,"1739 N Vermont Ave, Los Angeles, CA 90027, USA","Gastropub, Pub","13057, 13018",Los Angeles,,1668,4a1198f5f964a52028771fe3,,,False,2025-05-11 23:53:18.409514+00:00,34.102855,-118.2920546,ChIJtyWNma7AwoARWn9Oue9Sghk,,2,4.1,{},CA,"Laid-back bar lures locals with big draft beer list, pub grub & TVs, plus free pizza at happy hour.","Best sports bar in Los Feliz, with 84 cold taps and the cutest servers, you can't complain, unless Lakers are down by 20 | Great place to drink good beer and watch the games. $4.50 bloody mary and mimosas on weekends until 4pm (happy hour starts at 3pm) and a yummy brunch menu w/big portions. | The chicken sandwich I had was pretty good. The service was great, the bartender let me know what was new on tap and about their specials.","bar, restaurant, food, point_of_interest, establishment",
Tavern on Main,"123 Main St, El Segundo, CA 90245, USA","Sports Bar, American Restaurant","13068, 13022",Los Angeles,,0,4a7676faf964a5200de31fe3,"{'tuesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'sunday': '9:00\u202fAM\u2009–\u200912:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20091:00\u202fAM', 'saturday': '9:00\u202fAM\u2009–\u20091:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u200912:00\u202fAM'}",,False,,33.9173305,-118.4162083,ChIJtyXZ_0GxwoARmTMu9jfE4i4,,2,4.4,{},CA,"Classic neighborhood pub with many TVs, craft beer on tap & a menu of burgers & sandwiches.","Try the Buffalo Cauliflower and pair it with something hoppy. DO NOT drink whatever is in that square pitcher on the corner of the bar. | This is a great bar. Always fun and lots of nice people. | The nachos were unbelievable! Good price on their well spirits... $4.75! I love El Segundo! Oh and they don't want you drinking and driving, so you'll find advertised lots of cab services. I approve!","restaurant, food, point_of_interest, establishment",https://www.thetavernonmain.com/
Magnolia House,"492 S Lake Ave, Pasadena, CA 91101, USA","Cocktail Bar, Deli, New American Restaurant","13009, 13314, 13039",Los Angeles,,1681,5445d097498e1ab5983d568f,"{'tuesday': '3:00\u2009–\u200911:00\u202fPM', 'monday': '3:00\u2009–\u200911:00\u202fPM', 'sunday': '9:00\u202fAM\u2009–\u20099:00\u202fPM', 'friday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '9:00\u202fAM\u2009–\u200912:00\u202fAM', 'wednesday': '3:00\u2009–\u200911:00\u202fPM', 'thursday': '3:00\u2009–\u200911:00\u202fPM'}",,False,2025-05-11 23:58:30.524704+00:00,34.1373638,-118.1320063,ChIJtzIbcF_DwoARJjHAaaRnzLY,,2,4.4,{},CA,Swanky spot serving an eclectic menu of small plates & a mixology-focused bar program.,"Great craft cocktails and beers and a nice selection of small plates and apps. Happy hour specials before 6:30. The bar area/patio is a great place to meet up for a drink before dinner. | ""La Básica"" by Brian Klemm for Magnolia House, #Pasadena An El Silencio Mezcal concoction built from all things ""basic"".ChocolateCoffee#MezcalElSilencio Vanilla cream and a dash of Pumpkin Spice. | Brussel sprouts are heavenly.  They are to die for, to live for, to kill for, to save a life for, amazing!","bar, restaurant, food, point_of_interest, establishment",https://www.themaghouse.com/
T. Boyle's Tavern,"37 N Catalina Ave, Pasadena, CA 91106, USA","Pub, Sports Bar, American Restaurant","13018, 13068, 13022",Los Angeles,,1984,4b08e8edf964a520501323e3,"{'tuesday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': 'Closed', 'sunday': '1:00\u2009–\u20099:00\u202fPM', 'friday': '3:00\u202fPM\u2009–\u20091:00\u202fAM', 'saturday': '1:00\u202fPM\u2009–\u20091:00\u202fAM', 'wednesday': '3:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '3:00\u202fPM\u2009–\u200912:00\u202fAM'}",,False,2025-05-11 23:58:14.965848+00:00,34.146602,-118.1299644,ChIJuTUkXFvDwoAR2vbT9VZDGt8,,1,4.4,{},CA,"Roomy tavern offering a variety of beer & pub food, live bands & lots of TVs to watch the big game.","Not sure if they have more good beers available or TVs to watch sports on, but more of both are great to have! Go down the alley and down the steps to enjoy one of the best bars in town- | Good prices for LA and fun games. The brisket's dry, but the potato salad's good. For something delicious and a little different, try the racer 5 with a float of the blueberry beer on top. Delicious. | A great gem in Pasadena. From the pools tables, dart boards, & live music to the great beers & youthful energy it's hard to top this place. It's beer & wine only at the moment, so no tequila shots.","bar, restaurant, food, point_of_interest, establishment",
Academy LA,"6021 Hollywood Blvd, Los Angeles, CA 90028, USA",Night Club,10032,Los Angeles,,0,5a5bf801a9fe120acdb2ddea,"{'tuesday': '10:00\u202fAM\u2009–\u20096:00\u202fPM', 'monday': '10:00\u202fAM\u2009–\u20096:00\u202fPM', 'sunday': 'Closed', 'friday': '10:00\u202fAM\u2009–\u20096:00\u202fPM, 10:00\u202fPM\u2009–\u20093:00\u202fAM', 'saturday': '10:00\u202fPM\u2009–\u20093:00\u202fAM', 'wednesday': '10:00\u202fAM\u2009–\u20096:00\u202fPM', 'thursday': '10:00\u202fAM\u2009–\u20096:00\u202fPM'}",https://www.instagram.com/academy__la/,False,2025-05-12 00:45:05.768294+00:00,34.1019004,-118.320922,ChIJudGtpEe_woARy_r0NpzE2mg,,3,3.7,{},CA,Vibrant hot spot featuring well-known electronic dance music DJs & experimental emerging talent.,"Smaller than I thought but the dance floor is pretty spacious, kinda like a warehouse rave. The back patio is huge and I wish the girls bathroom if bigger too. | The lights are vibrant, but the floor gets packed with very limited space to even move let alone dance. The outside smoking area in back of the club is the only area to sit unless you have a table. | Honestly super fun venue for raves! The vibe was great and drinks aren’t too expensive either.","night_club, bar, restaurant, food, point_of_interest, establishment",https://www.academy.la/
Nineteen26 Bar & Lounge,"549 S San Fernando Blvd, Burbank, CA 91502, USA",Cocktail Bar,13009,Los Angeles,,523,568c1bf0498e5fd808ee29af,"{'tuesday': '5:00\u2009–\u200910:00\u202fPM', 'monday': '5:00\u2009–\u200910:00\u202fPM', 'sunday': '5:00\u2009–\u200910:00\u202fPM', 'friday': '5:00\u2009–\u200910:00\u202fPM', 'saturday': '5:00\u2009–\u200910:00\u202fPM', 'wednesday': '5:00\u2009–\u200910:00\u202fPM', 'thursday': '5:00\u2009–\u200910:00\u202fPM'}",,False,2025-05-11 23:59:56.396374+00:00,34.1773989,-118.3043189,ChIJud_vw1WVwoARqRhAdLmHYnQ,,,4.4,{},CA,"Sleek hotel lounge for beer, cocktails & bar snacks amid Marilyn Monroe pop art & couch seating.",,"bar, night_club, point_of_interest, establishment",https://mi.bookmarriott.com/e-menus/78313/view
"The ""Bronson"" Bar","5851 W Sunset Blvd, Los Angeles, CA 90028, USA",Dive Bar,13010,Los Angeles,,2712,4b698765f964a52014a62be3,"{'tuesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': 'Closed', 'friday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '9:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-11 23:46:31.486175+00:00,34.0982917,-118.3175528,ChIJueS5KUm_woARdapuplPMXBY,,2,4.4,{},CA,"Stylish but unpretentious, this intimate neighborhood joint offers DJ-spun music some nights.","The drinks are great! They don't serve food, but the taco guy will come thru and save the day!!!!! Really nice spot | Great for a medium size gathering. Def check out the #KickbackLA party on Sundays. | Best karaoke in LA on Mondays !!!","bar, point_of_interest, establishment",
Cha Cha Lounge,"2375 Glendale Blvd, Los Angeles, CA 90039, USA","Dive Bar, Speakeasy","13010, 13021",Los Angeles,,1902,445b56e7f964a520e8321fe3,"{'tuesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '5:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '5:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-11 23:53:05.072846+00:00,34.0993602,-118.2595171,ChIJuxOrry7HwoARloIzezcC3e8,,1,4.3,{},CA,"Eastside spot draws a boisterous crowd with foosball tables, photo booth, DJs & a thatched roof bar.","Pretty much the place to people watch and drink cheap beer. Get there early though, seats run out fast. I personally like the booths near the back. That way I'm close to the photo booth! | Really like this bar. Nice, eclectic atmosphere that is also kind of a dive bar at the same time. I love the vintage photo booth they have in the back. Spicy margarita was great! | Interesting (and packed) crowd/vibe on the weekends. Hipsters shoulder-to-shoulder against cholos and their girls on club hip-hop nights--fun people-watching. Grab tacos from Gus' on your way out.","night_club, bar, point_of_interest, establishment",https://chachalounge.com/losangeles/wordpress/2015-cha-cha-lounge-independent-skateboard-film-festival/
Madame Siam,"1723 N Hudson Ave, Los Angeles, CA 90028, USA",Bar,13003,Los Angeles,,0,5261e8ea11d2a84307e02474,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '9:00\u202fPM\u2009–\u20091:45\u202fAM', 'saturday': '9:00\u202fPM\u2009–\u20091:45\u202fAM', 'wednesday': 'Closed', 'thursday': '9:00\u202fPM\u2009–\u20091:45\u202fAM'}",,False,,34.1017585,-118.332222,ChIJvTvNONm_woARzUQKS84eWOU,,,4.2,{},CA,A Bar in downtown LA.,No service while down under but at least it keep you in the moment,"bar, point_of_interest, establishment",http://madamesiam.com/
Lucky Baldwins Pub,"17 S Raymond Ave, Pasadena, CA 91105, USA","Pub, Beer Garden","13018, 13007",Los Angeles,,605,3fd66200f964a520edef1ee3,"{'tuesday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'monday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'sunday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'friday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'saturday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'wednesday': '9:00\u202fAM\u2009–\u20091:30\u202fAM', 'thursday': '9:00\u202fAM\u2009–\u20091:30\u202fAM'}",https://www.instagram.com/luckybaldwins/,False,2025-05-11 23:58:01.242185+00:00,34.1453862,-118.1490371,ChIJvX9utXHDwoARQky3JrxmXYk,,2,4.5,{},CA,"British watering hole offering a selection of international bottled & draft beer, plus pub grub.","Well if you love soccer(t.v.), you'll love LB an their famous craftsman collection. I'll drInk to that! | Cool laid back vibe with wide selection of beer. Upstairs area was cool, the place has a lot of authenticity and looks like a real pub! | If true pub grub is your thing then look no further!  A local hang for years, it's absolutely the place to be if you follow football (European).  World Cup on the patio with a pint is heaven!","bar, restaurant, food, point_of_interest, establishment",https://www.luckybaldwins.com/
